"CWNS_ID","FACILITY_ID","LOCATION_TYPE","LATITUDE","LONGITUDE","DATUM","ADDRESS","ADDRESS_2","CITY","STATE_CODE","ZIP_CODE","COUNTY_FIPS","COUNTY_NAME"
"48003033001",1183196,"Point","30.2492","-97.6747","NAD83","1700 Sheldon Rd","","Austin","TX","78767","",""
"48003047001",1183211,"Point","32.2467","-97.7393","NAD83","1509 NORTHEAST BIG BEND TRAIL","SOMERVELL COUNTY","Glen Rose","TX","76043","",""
"48003062001",1183220,"Point","30.1702","-96.3775","NAD83","2005 OLD CHAPPELL HILL ROAD","","Brenham","TX","77834-1059","",""
"48003074001",1183225,"Point","32.064155","-98.340073","NAD83",".75MI SW INTX FM 219 & FM 1702","ERATH COUNTY","Dublin","TX","76446","",""
"48003165001",1183281,"Point","30.5703","-98.2908","NAD83","22 Pinehurst","","Marble Falls","TX","78654","",""
"48004079001",1183390,"Point","33.4522","-96.7497","NAD83","2300FT W STHWY 289, 1400FT N","","Gunter","TX","75058","",""
"48005023001",1183582,"Point","32.397669","-94.848006","NAD83","1/4M E & 1/2M N. USHWY 259 AND FMR 2204","","Kilgore","TX","75662-5605","",""
"48005077001",1183626,"Point","32.416666","-94.704444","NAD83","","","Longview","TX","75603","",""
"48005119001",1183659,"Point","31.9975","-95.0889","NAD83","1826 Hwy. 79","P.O. Box 38","New Summerfield","TX","75780","",""
"48007039012",1183827,"Point","29.84417","-95.27571","NAD83","8219 KELLET ST","","Houston","TX","77087","",""
"48007058001",1183879,"Point","30.1171","-94.6295","NAD83","1MI E OF FM 770 ON E PINE ST","LIBERTY COUNTY","Daisetta","TX","77533","",""
"48007083001",1183906,"Point","29.330322","-94.938198","NAD83","TX-6 E","","Hitchcock","TX","77563","",""
"48007170001",1183978,"Point","29.7856","-95.7081","NAD83","19310 KATY FREEWAY","","Houston","TX","77056","",""
"48007185001",1183987,"Point","29.9935","-95.4037","NAD83","3000 FT NE RICHEY RD IMPERIAL VALLY DR","","Houston","TX","77002-6760","",""
"48008186001",1184457,"Point","29.3202","-99.2913","NAD83","518 Nester Ln","","D Hanis","TX","78850","",""
"48009044001",1184490,"Point","31.88722","-100.48891","NAD83","101 WEST FIRST ST, 2500FT SW","COKE COUNTY","Robert Lee","TX","76945","",""
"48001029001",1227759,"Point","31.2136","-101.9492","NAD83","Railroad Ave & Main St","","Rankin","TX","79778-0061","",""
"48005030001",1227875,"Point","32.3057","-94.5205","NAD83","4000 FT SW ST HWY 43 AND ST HWY 149","","Tatum","TX","75691","",""
"48008028005",3509619,"Point","29.43","-98.04","NAD83","110 Highway 46","","New Braunfels","TX","78131","",""
"48001765001",3516456,"Point","29.497361","-95.751514","NAD83","550' W OF FM 2977","","Richmond","TX","77469","",""
"48001010001",1227758,"Point","31.9895","-106.6111","NAD83","2000' W OF ST HWY 20, 4000' S OF FM 1905","","Anthony","TX","79821","",""
"48002020001",3516976,"Point","26.2026","-98.2997","NAD83","1M S. US EXP 83 ON GUADALUPE","","La Joya","TX","78560","",""
"48001018003",3538816,"Point","31.0697","-94.0394","NAD83","2000' N INTX RECREATIONAL RD &","","Jasper","TX","75951","",""
"48000000109",3609163,"Point","30.12942","-97.571495","NAD83","300 Water St","","Bastrop","TX","78617","",""
"48000000111",3609229,"Point","26.320655","-98.7156","NAD83","","","Garciasville","TX","78547","",""
"48000000113",3609250,"Point","33.078439","-97.463735","NAD83","In City of NEW FAIRFIELD, APPROXIMATELY 5900 FEET NE OF THE INTERSECTION OF PIONEER RD & US HIGHWAY 81 287","","Rhome","TX","76078","",""
"48000000114",3609253,"City","33.113974","-97.456284","NAD83","","","East Thetford","TX","76078","",""
"48006066001",1183723,"Point","30.5283","-95.473","NAD83","550 CEDAR LANE W BANK OF CHICKEN CREEK","","New Waverly","TX","77358","",""
"48006138001",1183752,"Point","30.7021","-95.0838","NAD83","2MI S INTX FM 2457/FM 3277,E","SIDE LAKE LIVINGSTON,POLK COUN","Livingston","TX","77351","",""
"48007029001",1183809,"Point","29.5346","-95.0088","NAD83","524 CIEN RD","","Kemah","TX","77565","",""
"48007039026",1183835,"Point","29.686501","-95.450849","NAD83","4503 BEECHNUT ST","","Houston","TX","77096","",""
"48001124002",2844665,"Point","26.116194","-98.021083","NAD83","0.2 M W & .6 M N OF CONFLUENCE","","Weslaco","TX","78596","",""
"48001125001",1182927,"Point","27.496417","-99.487847","NAD83","BEWTEEN MARCELLA AVE. AND SPRINGFIELD AVE S","","Laredo","TX","78041","",""
"48003082001",1183233,"Point","31.444111","-98.582472","NAD83","1600' N OF STHWY 16 & 2500' E","OF FM 3023, MILLS COUNTY","Goldthwaite","TX","76844","",""
"48003120001",1183264,"Point","30.6058","-97.2019","NAD83","FMR 486, .5M S INTX US HWY 79 AND FM 486","","Thorndale","TX","76577","",""
"48007161001",1183970,"Point","29.9036","-95.3466","NAD83","25714 STEEPLE CANYON RD","HARRIS COUNTY","Houston","TX","77002","",""
"48007165001",1183973,"Point","29.7574","-95.7141","NAD83","N BANK MASON CRK, 2MI S IH 10","","Houston","TX","77055","",""
"48007852001",1184307,"Point","30.3585","-95.6008","NAD83","8.5M W. STHWY 105 AND IH-45","","Montgomery","TX","77358","",""
"48003206001",1183288,"Point","31.9685","-96.9976","NAD83","700F NE STHWY 171 AND FMR 1242","HILL COUNTY","Bynum","TX","76631","",""
"48004280001",1183498,"Point","33.1397","-96.9664","NAD83","","","Little Elm","TX","75068","",""
"48007521001",1184120,"Point","30.108","-95.4874","NAD83","3.75MI NW OF INTX IH45 AND SPRING STUEBNER RD","","Houston","TX","77056","",""
"48007676001",1184207,"Point","29.7527","-95.4599","NAD83","1300 POST OAK BLVD. SUITE 1400","","Houston","TX","77056","",""
"48007807001",1184280,"Point","30.0999","-95.183","NAD83","2.5MI E OF USHWY 59","MONTGOMERY COUNTY","Houston","TX","77002","",""
"48005125001",1227891,"Point","33.1609","-95.1033","NAD83","400' N OF IH 30 ACCESS RD AND 15","","Winfield","TX","75493","",""
"48008055001",1227939,"Point","29.6987","-96.536","NAD83",".2M N. IH10, WEST BANK OF THE","COLORADO RV, COLORADO COUNTY","Columbus","TX","78934","",""
"48008058001",1227940,"Point","29.584722","-96.336556","NAD83","","CARTY AVE., 5 M NW I OF FM 102","Eagle Lake","TX","77434","",""
"48007033009",413590,"Point","29.805833","-94.921388","NAD83","8808 NEEDLEPOINT RD","","Baytown","TX","77521","",""
"48007063002",1183887,"Point","29.8413","-94.8469","NAD83","1.4MI N IH 10, 0.6MI E EAGLE DR","","Mont Belvieu","TX","77580","",""
"48007536001",1184131,"Point","30.1213","-95.5496","NAD83","400' E INTX LONDON WAY DR W KUYKENDAHL RD","HARRIS COUNTY","Houston","TX","77002","",""
"48007640001",1184188,"Point","29.9483","-95.1209","NAD83","2425 FOLEY RD","OF CROSBY","Crosby","TX","77532","",""
"48007706001",1184227,"Point","29.9785","-95.6766","NAD83","1300F N  SPRING-CYPRESS RD AND DRY CREEK","","Houston","TX","77002-5211","",""
"48008054001",1184400,"Point","28.8564","-98.7156","NAD83","1500' S AND 3100' W OF INTERX OF","","Charlotte","TX","78011","",""
"48004006001",1227833,"Point","33.1557","-96.3747","NAD83","1600' S INTX STHWY 78 AND US HWY 380","","Farmersville","TX","75442","",""
"48008081001",1227946,"Point","29.2146","-98.6494","NAD83","2300F SW CITY HALL,3500F S","","Somerset","TX","78069","",""
"48007012801",3532376,"Point","29.5731","-95.2608","NAD83","1902 1/2 BARRY ROSE RD APPROX 7000 FT N FM 518","","Pearland","TX","77581","",""
"48000130001",1182816,"Point","34.3751","-100.1254","NAD83","0.5MI S OF US WHY 287 & 1MI E","OF FM 2530, CHILDRESS COUNTY","Childress","TX","79201","",""
"48001123001",1182925,"Point","26.161663","-98.16224","NAD83","201 W HALL ACRES RD","HIDALGO COUNTY","San Juan","TX","78589","",""
"48001207001",1182987,"Point","27.8822","-97.1544","NAD83","527 RANSOM ISLAND RD","","Aransas Pass","TX","78335","",""
"48000141001",1182826,"Point","35.2128","-101.1147","NAD83","SE intersection of IH 40 and FM 295","","Groom","TX","79039","",""
"48001120001",1182922,"Point","26.1713","-97.9022","NAD83","S INTX MILE 1/2 E RD & N 8 MIL","","Mercedes","TX","78570","",""
"48001220003",1183002,"Point","28.6249","-96.6294","NAD83","SE OF NEWLIN ST & COMMERCE ST 1.4M NE SH 35","& HWY 87","Port Lavaca","TX","77979","",""
"48002045001",1183132,"Point","33.4687","-99.5145","NAD83","USHWY 277, 1/2 M E.USHWY 277","& STHWY 266, KNOX COUNTY","Goree","TX","76363","",""
"48003099001",1183246,"Point","31.30744","-96.89801","NAD83","UNNAMED CO RD APP. 3.5 MI. SW","","Marlin","TX","76661","",""
"48004109001",1183416,"Point","32.9573","-96.318","NAD83","1MI S INTX IH 30 & FM 35","","Royse City","TX","75189","",""
"48005106001",1183652,"Point","32.507388","-94.848006","NAD83","1500' E OF STHWY 42 AND 3800' S","","White Oak","TX","75693","",""
"48007004001",1183773,"Point","29.0155","-95.5862","NAD83","ONE MILE WEST OF INTERSECTION","OF FM 521 & COUNTY ROAD 797","Brazoria","TX","77422-4019","",""
"48007039074",1183844,"Point","29.736909","-95.267456","NAD83","9030 CLINTON DRIVE","","Houston","TX","77489","",""
"48007039084",1183851,"Point","29.590377","-95.156091","NAD83","12815 GALVESTON RD","","Houston","TX","77598","",""
"48007425001",1184071,"Point","29.3972","-95.221916","NAD83","W BANK MUSTANG BAYOU APPX .5 M","BRAZORIA CO","Alvin","TX","77512","",""
"48008185001",1184456,"Point","29.3097","-98.8049","NAD83","0.5MI E-SE INTX FM 471 AND FM 2790","","La Coste","TX","78039","",""
"48000000102",3608723,"Point","32.686297","-97.607431","NAD83","600 Barnwell Ln","","Aledo","TX","76008","",""
"48000000103",3608783,"Point","32.116196","-101.365540","NAD83","411 W 6TH ST","","Forsan","TX","79733","",""
"48001102004",1227762,"Point","25.9244","-97.4663","NAD83","3208 ROBINDALE ROAD","","Brownsville","TX","78521","",""
"48003068001",1227811,"Point","31.256726","-95.971338","NAD83","1700FT E US HWY 75","","Centerville","TX","75833","",""
"48004288001",1227862,"Point","32.2519","-96.8617","NAD83","1/4 MILE E US HWY 77, MAIN ST","ELLIS COUNTY","Forreston","TX","76041","",""
"48005253001",1227894,"Point","31.7544","-95.6088","NAD83","3800 FT. NW OF OLD WHY 79 W POINT TAP","","Palestine","TX","75801","",""
"48007179001",1227917,"Point","30.3991","-95.6994","NAD83","14751  LIBERTY ST","","Montgomery","TX","77356","",""
"48001102002",2819741,"Point","25.954014","-97.453935","NAD83","3208 ROBINDALE ROAD","","Brownsville","TX","78526","",""
"48005015002",1183577,"Point","32.254763","-95.322647","NAD83","1 1/2 MI NW US HWY 69 FM 2813","","Tyler","TX","75703","",""
"48005057001",1183610,"Point","33.3821","-95.6939","NAD83","1900' SE INTX FM 1528 AND  FM 1880","","Cooper","TX","75432","",""
"48000158001",1182839,"Point","34.300139","-99.726222","NAD83","1009 E NELSON ST","","Quanah","TX","79252","",""
"48001001001",1182869,"Point","31.4261","-103.4667","NAD83","111 South Hwy 285","","Pecos","TX","79772","",""
"48001011001",1182882,"Point","31.682463","-106.227713","NAD83","","","El Paso","TX","79928","",""
"48001139001",1182942,"Point","28.4274","-99.2201","NAD83","1.1MI S INTX STHWY 97 AND  ST HWY 624","","Cotulla","TX","78014","",""
"48002041001",1183130,"Point","32.1231","-99.1667","NAD83","201 S. Main","","Cross Plains","TX","76443","",""
"48003026001",1183188,"Point","31.3103","-97.3651","NAD83","501 5TH ST APPROX 1500' NW OF","X SH 317 & FM 107 MCLENNAN CO.","Moody","TX","76557","",""
"48003040001",1183205,"Point","30.6406","-96.3208","NAD83","3800FT NE INTX OF EAST 29TH ST","FMR 60, BRAZOS COUNTY","Bryan","TX","77805","",""
"48003289002",1183315,"Point","31.643222","-96.274139","NAD83","3000' E. USHWY 84 AND FMR 1367","FREESTONE COUNTY","Teague","TX","75860","",""
"48004358001",1183529,"Point","34.1007","-98.5628","NAD83","E SIDE KELLY ST, JUST N OF 3RD ST","","Burkburnett","TX","76354","",""
"48005024001",1183583,"Point","33.217472","-95.885972","NAD83","0.5MI S INTX CHARITY RD AND FMR 3218","","Commerce","TX","75428","",""
"48005029001",1183588,"Point","33.155972","-94.135222","NAD83","1.1MI E & 0.2MI N INTX FM 96 & AND US HWY 59","","Queen City","TX","75572","",""
"48005038001",1183595,"Point","33.5727","-94.9153","NAD83","INTERSECTION US HWY82/FM 44","RED RIVER COUNTY","Annona","TX","75550","",""
"48005046001",1183602,"Point","33.1329","-94.0551","NAD83","S OF ANTHONY & LOUISIANA ST.","CASS COUNTY","Bloomburg","TX","75556","",""
"48005109001",1183655,"Point","32.93054","-95.57597","NAD83","1 MI. S. OF FM. RD. 17 AND ST HWY 154","","Yantis","TX","75497","",""
"48006024001",1183696,"Point","30.3335","-94.1818","NAD83","400' E & 800' S INTX US HWY 96","","Silsbee","TX","77656","",""
"48006063001",1183720,"Point","30.7674","-94.4102","NAD83","1000 FT E OF US HWY 69","","Woodville","TX","75979","",""
"48007176001",1183983,"Point","29.7416","-95.4485","NAD83","4127 WESTHEIMER PLACE","","Houston","TX","77002","",""
"48007520001",1184119,"Point","29.9455","-95.5621","NAD83","11720 EARLY MIST COURT","","Houston","TX","77032","",""
"48007582001",1184158,"Point","29.8183","-95.7458","NAD83","3200 CHESAPEAKE BEND LANE","","Katy","TX","77449","",""
"48007614001",1184174,"Point","29.8811","-95.6563","NAD83","16427 SKYBLUE LN 0.85 MI W & .15 MI N OF INTX OF","SH 6 & SPENCER RD.","Houston","TX","77056","",""
"48007856001",1184311,"Point","30.3869","-95.6411","NAD83","2000' STHWY 105, 10M W.","","Montgomery","TX","77356","",""
"48007865001",1184316,"Point","30.0816","-96.0952","NAD83","INT OF 23RD ST & HAMILTON ST","","Hempstead","TX","77445","",""
"48008037001",1184383,"Point","29.6736","-96.9082","NAD83","800 BLOCK KALLUS STREET","FAYETTE COUNTY","Schulenburg","TX","78956","",""
"48003278001",3187068,"Point","30.8237","-97.547","NAD83","FM 487, 1900FT E FM 487 & CR","","Jarrell","TX","76537","",""
"48003041003",3500981,"Point","30.3523","-96.1632","NAD83","1725 Greens Praire Road West","P.O. Box 9960","College Station","TX","77842","",""
"48006099001",3532396,"Point","29.986","-94.1089","NAD83","749 Hillebrandt Rd","","Beaumont","TX","77705-5964","",""
"48000138001",1182823,"Point","33.9697","-101.3008","NAD83","114 West Virginia","","Floydada","TX","79235","",""
"48000166001",1182847,"Point","36.0358","-101.8178","NAD83","116 W. FM 281","","Sunray","TX","79086","",""
"48003023001",1183186,"Point","31.3699","-97.2172","NAD83","3500FT INTERX OF CENTER ST","MCLENNAN COUNTY","Lorena","TX","76655","",""
"48003260002",1183303,"Point","30.3839","-97.9992","NAD83","422 Venture Blvd S","","Leander","TX","78645","",""
"48002039001",1227785,"Point","32.3742","-99.4836","NAD83","700 Main St","","Clyde","TX","79510","",""
"48005097001",1227886,"Point","33.6064","-96.3679","NAD83","900FT W FM 1752 AND 2000FT W OF HWY 56","","Savoy","TX","75479","",""
"48007560001",1227930,"Point","29.9416","-95.4666","NAD83","700' E INTX GREENS BAYOU/VETER","","Houston","TX","77002","",""
"48002163002",2914250,"Point","26.3673","-98.8041","NAD83","N BANK OF RIO GRANDE,0.5MI UPSTREAM OF FM 755","","Rio Grande City","TX","78582","",""
"48000004006",3106848,"Point","32.4858","-96.7978","NAD83","BELL CHAPEL RD ON N SIDE","","Red Oak","TX","75154","",""
"48007752002",3153388,"Point","30.0669","-95.6147","NAD83","4300' E INTX HOLDERRIETH RD &","STHWY 249, HARRIS COUNTY","Tomball","TX","77375","",""
"48003033500",3514842,"City","30.2645","-97.7571","NAD83","","N, TRAVIS, HAYS, WILLIAMSON CO","Ivins","TX","78767","",""
"48006032001",1183701,"Point","31.972014","-94.046343","NAD83","2700FT NE INT JACKSON ST/USHWY","84, SHELBY COUNTY","Joaquin","TX","75954","",""
"48007011001",1183780,"Point","29.025556","-95.455735","NAD83","151 CANNA LANE","","Lake Jackson","TX","77566","",""
"48007519001",1184118,"Point","29.9535","-95.2627","NAD83","1/2M E OLD HUMBLE RD 2M E USHWY 59","","Houston","TX","77002","",""
"48008027001",1184370,"Point","30.025278","-99.111667","NAD83","3650 LOOP 534","","Kerrville","TX","78028","",""
"48000000105",3608881,"City","32.109932","-101.366086","NAD83","","","Great Falls","TX","79733","",""
"48000000106",3608999,"Point","29.727167","-99.065306","NAD83","","","Bandera","TX","78003","",""
"48004323001",1183510,"Point","32.76909","-98.304611","NAD83","","","Palo Pinto","TX","76484","",""
"48004110002",421101,"Point","32.705002","-97.122780","NAD83","","","Arlington","TX","76004","",""
"48000000124",3609625,"Point","30.3811","-97.9170","NAD83","","","Austin","TX","78734","",""
"48008138001",1184445,"Point","29.7","-96.6","NAD83","","","Glidden","TX","78943","",""
"48004354501",3507298,"Point","33.021041","-96.521416","NAD83","","","Wylie","TX","75098","",""
"48000000130",3610396,"Point","32.751778","-97.664167","NAD83","","","Weatherford","TX","76087","",""
"48003033004",2902595,"Point","30.218333","-97.653333","NAD83","","","Austin","TX","78725","",""
"48000000125",3609650,"County","31.754445","-95.630493","NAD83","","","","TX","","48001","Anderson"
"48000000127",3610296,"Point","30.419384","-97.604747","NAD83","","","Pflugerville","TX","78660","",""
"48007815001",1184284,"Point","30.358582","-95.601858","NAD83","","","Conroe","TX","77301","",""
"48071241001",3150676,"Point","30.103899","-95.422905","NAD83","","","Houston","TX","77373","",""
"48001162001",1182958,"Point","26.209970","-97.754459","NAD83","5404 Guava Dr","","Harlingen","TX","78552","",""
"48000000118",3609575,"Point","32.4460","-95.7039","NAD83","","","Ben Wheeler","TX","75754","",""
"48000000126",3609718,"City","32.747399","-98.009806","NAD83","","","Alburgh","TX","76066","",""
"48000000137",3610485,"County","31.25475875","-94.611742","NAD83","","","","TX","","48005","Angelina"
"48000000142",3610490,"County","29.88711223","-96.27791829","NAD83","","","","TX","","48015","Austin"
"48000000143",3610491,"County","34.0684915","-102.8299069","NAD83","","","","TX","","48017","Bailey"
"48000000148",3610496,"County","31.03778267","-97.47790776","NAD83","","","","TX","","48027","Bell"
"48000000150",3610498,"County","30.26636128","-98.39974086","NAD83","","","","TX","","48031","Blanco"
"48000000152",3610500,"County","31.90050476","-97.63437613","NAD83","","","","TX","","48035","Bosque"
"48000000156",3610504,"County","29.81205836","-103.2518906","NAD83","","","","TX","","48043","Brewster"
"48000000157",3610505,"County","34.53041048","-101.2085769","NAD83","","","","TX","","48045","Briscoe"
"48000000160",3610511,"County","30.49246139","-96.62109399","NAD83","","","","TX","","48051","Burleson"
"48000000141",3610489,"County","28.89418432","-98.52741302","NAD83","","","","TX","","48013","Atascosa"
"48000000159",3610510,"County","31.77432313","-98.99989649","NAD83","","","","TX","","48049","Brown"
"48000000161",3610512,"County","30.78843382","-98.18252382","NAD83","","","","TX","","48053","Burnet"
"48000000163",3610517,"Point","33.144235","-97.680902","NAD83","","","Paradise","TX","76073","",""
"48005014001",1227869,"Point","32.483889","-95.165361","NAD83","Approx. 2000 FEET SOUTH OF THE INTERSECTION OF FARM-TO-MARKET ROAD 16 & STATE HIGHWAY 155","","Winona","TX","75792","",""
"48001684001",3150468,"Point","29.91063","-95.09212","NAD83","","","Crosby","TX","77532","",""
"48001053001",1182903,"Point","29.532907","-104.317451","NAD83","","","Presidio","TX","79845","",""
"48003267001",1183304,"Point","30.217417","-95.448806","NAD83","","","Houston","TX","77385","",""
"48000000112",3609242,"Point","29.6958","-95.8776","NAD83","5720 1/2 CROSS CREEK BEND LN","","Fulshear","TX","77441","",""
"48009029001",1184484,"Point","31.5974","-100.1823","NAD83","","","Miles","TX","76861","",""
"48000000134",3610478,"County","31.787135","-95.642853","NAD83","","","","TX","","48001","Anderson"
"48006074002",3604554,"City","31.174182539","-94.38536924","NAD83","","","White Swan","TX","","",""
"48001007004",1182877,"Point","30.707222","-101.116111","NAD83","LOCATED APPROX 5 MILE N OF IH 10 AT A POINT APPROX 5 MILES E OF THE INTERSECTION OF STHWY 163 & IH 10","","Ozona","TX","76943","",""
"48004098001",1183405,"Point","32.369722","-97.063333","NAD83","","","Venus","TX","76084","",""
"48005075002",1183625,"Point","31.93473","-95.20214","NAD83","","","Jacksonville","TX","75766","",""
"48003080004",1183229,"Point","30.67315","-97.609989","NAD83","4.2MI NE INTX BUS IH 35 AND FM 971","","Georgetown","TX","78626","",""
"48005065001",1183615,"Point","33.5895","-96.2786","NAD83","4700' N OF US HWY 82 & 800' W","OF FM 898, FANNIN COUNTY","Ector","TX","75439","",""
"48005089001",1183639,"Point","33.175391","-94.739556","NAD83","2800F SW USHWY 67 AND 259","","Omaha","TX","75571","",""
"48006070001",1183725,"Point","30.1504","-94.3191","NAD83","239 Pinemont Dr","","Sour Lake","TX","77659","",""
"48007016001",1183787,"Point","29.4908","-95.9197","NAD83","3000' E INTX US HWY 59 & FM 1875, APPRX 3000' WSW","OF HWY 59 & ESLIEB RD, S OF BEASLEY","Beasley","TX","77417","",""
"48007039022",1183831,"Point","29.844961","-95.463295","NAD83","5423 MANGUM RD","BAYOU, 1.5M NE, HARRIS COUNTY","Houston","TX","77091","",""
"48007145001",1183958,"Point","30.2398","-95.4358","NAD83","1.5 MI DOWNSTREAM FROM IH45 BRIDGE","","Conroe","TX","77305","",""
"48007171001",1183979,"Point","29.8561","-95.7005","NAD83","19201 GUMMERT ROAD","","Houston","TX","77002","",""
"48007174001",1183981,"Point","29.7405","-95.728","NAD83","14 MI S FRY RD HWY 10","","Sugar Land","TX","77083","",""
"48007613001",1184173,"Point","29.8919","-95.22","NAD83","11750 GREENSPARK LANE","HARRIS COUNTY","Houston","TX","77041","",""
"48007803001",1184278,"Point","30.1966","-95.1646","NAD83","S INTX HICKORY LANE/TUPELO LN","","Splendora","TX","77372","",""
"48007868001",1184318,"Point","29.5139","-95.6875","NAD83","1000 GREATWOOD GLEN DR","","Richmond","TX","77479","",""
"48009508001",1184510,"Point","30.2273","-93.8072","NAD83","PO BOX 1000","","Mauriceville","TX","77626","",""
"48000000104",3608872,"Point","27.774472","-98.037389","NAD83","3433 HIGHWAY 44","","Alice","TX","78332","",""
"48000132001",1182818,"Point","35.1114","-101.3383","NAD83","North Street","","Claude","TX","79019","",""
"48000145001",1182828,"Point","34.885","-100.6414","NAD83","2700 Hwy 287","P.O. Box 185","Hedley","TX","79237","",""
"48001294001",1183043,"Point","28.777","-97.0713","NAD83","2.5M W USHWY 59& HWY 77","","Victoria","TX","77905","",""
"48002060001",1183141,"Point","33.3933","-102.1683","NAD83","753 Hwy. 62","P.O. Box 96","Ropesville","TX","79358","",""
"48003031001",1183194,"Point","31.8024","-97.08","NAD83","2000FT NE OF INTER FM 2311 &","FM 2114, MCLENNAN COUNTY","West","TX","76691","",""
"48003044001",1183209,"Point","31.6602","-96.4786","NAD83","0.5MI S OF INTX OF TRAVIS ST AND BONHAM ST","","Mexia","TX","76667-0207","",""
"48003087001",1183237,"Point","31.845","-98.4033","NAD83","2M E. STHWY 36 AND FM 1476","COMANCHE COUNTY","Gustine","TX","76455-0145","",""
"48004039001",1183358,"Point","32.90340122","-96.56376937","NAD83","4001 Main St","","Rowlett","TX","75088","",""
"48005067001",1183616,"Point","31.617667","-95.583556","NAD83",".3M E/SE SH 294 & FM 319, & .6M SW SH 294 & FM 861","","Elkhart","TX","75839","",""
"48006076001",1183730,"Point","31.3333","-94.7397","NAD83","PO Box 821","","Lufkin","TX","75902","",""
"48007027001",1183804,"Point","29.2992","-94.8287","NAD83","5200 PORT INDUSTRIAL","","Galveston","TX","77553","",""
"48007039017",1183828,"Point","29.806944","-95.293333","NAD83","5565 KIRKPATRICK BLVD","HARRIS COUNTY","Houston","TX","77028","",""
"48007200001",1183994,"Point","29.9892","-95.5932","NAD83","0.5MI W STHWY 249, 1.25MI N OF GRANT RD","","Houston","TX","77207","",""
"48007696001",1184222,"Point","29.5632","-95.2142","NAD83","15353 WELDON DR, 1600' NW OF","ALDINE-WESTFIELD RD, HARRIS CO","Houston","TX","77002","",""
"48008013001",1184353,"Point","29.4833","-98.4917","NAD83","5906 N McCullough Ave","","San Antonio","TX","78212","",""
"48003096001",1227821,"Point","30.93924","-95.92141","NAD83","550' E OF S MLK ST","","Madisonville","TX","77864","",""
"48004354012",2808161,"Point","32.9701","-96.5514","NAD83","1100' NE XING MUDDY CREEK","","Wylie","TX","75098","",""
"48005122001",2885956,"Point","32.5167","-94.2333","NAD83","102 HWY 2199","","Scottsville","TX","75688","",""
"48000124001",1182812,"Point","36.2515","-101.3969","NAD83","0.6MI W OF STHWY 15 & 0.8MI E","OF STHWY 136, HANSFORD COUNTY","Gruver","TX","79040","",""
"48000153001",1182834,"Point","35.6974","-100.6346","NAD83","NE INTX HOUSTON ST AUSTIN ST","","Miami","TX","79059","",""
"48001222001",1183003,"Point","28.2833","-97.2626","NAD83","1.0MI E US HWY 77,0.75 MI S FM 774","","Refugio","TX","78377","",""
