"CWNS_ID","FACILITY_ID","STATE_CODE","COUNTY_FIPS","COUNTY_NAME","COUNTY_PRIMARY_FLAG"
"48000000533",3614098,"TX","48231","Hunt","Y"
"48000000534",3614099,"TX","48233","Hutchinson","Y"
"48000000472",3613955,"TX","48097","Cooke","Y"
"48000000500",3614061,"TX","48155","Foard","Y"
"48000000502",3614063,"TX","48161","Freestone","Y"
"48000000517",3614078,"TX","48197","Hardeman","Y"
"48001216002",1182996,"TX","48249","Jim Wells","Y"
"48001102001",1182905,"TX","48061","Cameron","Y"
"48003058001",1183216,"TX","48027","Bell","Y"
"48003040004",405776,"TX","48041","Brazos","Y"
"48000000431",3613892,"TX","48009","Archer","Y"
"48000000476",3613960,"TX","48105","Crockett","Y"
"48000000423",3613866,"TX","48029","Bexar","Y"
"48000000425",3613876,"TX","48187","Guadalupe","Y"
"48000003001",1227737,"TX","48075","Childress","Y"
"48000000442",3613904,"TX","48033","Borden","Y"
"48000000475",3613959,"TX","48103","Crane","Y"
"48000897001",3543159,"TX","48405","San Augustine","Y"
"48000000453",3613932,"TX","48057","Calhoun","Y"
"48000000457",3613937,"TX","48067","Cass","Y"
"48000000449",3613913,"TX","48049","Brown","Y"
"48002036003",3340002,"TX","48273","Kleberg","Y"
"48000000465",3613947,"TX","48083","Coleman","Y"
"48000000473",3613957,"TX","48099","Coryell","Y"
"48000000478",3613962,"TX","48109","Culberson","Y"
"48000000481",3613965,"TX","48115","Dawson","Y"
"48000000460",3613941,"TX","48073","Cherokee","Y"
"48000000488",3614048,"TX","48131","Duval","Y"
"48001151003",2865700,"TX","48157","Fort Bend","Y"
"48000000511",3614072,"TX","48181","Grayson","Y"
"48000000452",3613931,"TX","48055","Caldwell","Y"
"48000000485",3614045,"TX","48123","DeWitt","Y"
"48000000491",3614051,"TX","48137","Edwards","Y"
"48000000492",3614052,"TX","48141","El Paso","Y"
"48000000291",3610993,"TX","48029","Bexar","Y"
"48007039074",1183844,"TX","48201","Harris","Y"
"48004354004",1227865,"TX","48085","Collin","Y"
"48004354012",2808161,"TX","48113","Dallas","Y"
"48000000441",3613902,"TX","48031","Blanco","Y"
"48001130002",1182934,"TX","48249","Jim Wells",""
"48001130002",1182934,"TX","48131","Duval","Y"
"48003111003",1183257,"TX","48491","Williamson","Y"
"48000000419",3613244,"TX","48423","Smith","Y"
"48000000501",3614062,"TX","48159","Franklin","Y"
"48000000536",3614111,"TX","48237","Jack","Y"
"48003035005",3536257,"TX","48453","Travis","Y"
"48000000455",3613935,"TX","48063","Camp","Y"
"48000000462",3613944,"TX","48077","Clay","Y"
"48000000497",3614057,"TX","48149","Fayette","Y"
"48000000498",3614059,"TX","48151","Fisher","Y"
"48000000520",3614081,"TX","48203","Harrison","Y"
"48000000529",3614094,"TX","48223","Hopkins","Y"
"48000000531",3614096,"TX","48227","Howard","Y"
"48000000495",3614055,"TX","48145","Falls","Y"
"48001109001",1182914,"TX","48061","Cameron","Y"
"48000000440",3613901,"TX","48029","Bexar","Y"
"48000000477",3613961,"TX","48107","Crosby","Y"
"48000000489",3614049,"TX","48133","Eastland","Y"
"48001196002",453629,"TX","48427","Starr","Y"
"48004122001",1183431,"TX","48439","Tarrant","Y"
"48003043003",3514976,"TX","48453","Travis","Y"
"48003267001",1183304,"TX","48339","Montgomery","Y"
"48004098001",1183405,"TX","48251","Johnson","Y"
"48008028004",1184374,"TX","48091","Comal","Y"
"48000000195",3610842,"TX","48099","Coryell","Y"
"48000000542",3614322,"TX","48257","Kaufman","Y"
"48003033014",3514808,"TX","48453","Travis","Y"
"48008045003",3049348,"TX","48029","Bexar","Y"
"48000000541",3614321,"TX","48251","Johnson","Y"
"48000000544",3614326,"TX","48491","Williamson","Y"
"48000000548",3614330,"TX","48309","McLennan","Y"
"48000000447",3613911,"TX","48043","Brewster","Y"
"48007012002",1183782,"TX","48167","Galveston","Y"
"48007039061",1183840,"TX","48201","Harris","Y"
"48001053001",1182903,"TX","48377","Presidio","Y"
"48001123001",1182925,"TX","48215","Hidalgo","Y"
"48000000546",3614328,"TX","48367","Parker","Y"
"48000000102",3608723,"TX","48367","Parker","Y"
"48000000545",3614327,"TX","48497","Wise","Y"
"48002007001",1183110,"TX","48303","Lubbock","Y"
"48004085001",2878621,"TX","48181","Grayson","Y"
"48000000543",3614324,"TX","48453","Travis","Y"
"48000000547",3614329,"TX","48339","Montgomery","Y"
"48000000446",3613910,"TX","48041","Brazos","Y"
"48000000527",3614091,"TX","48219","Hockley","Y"
"48000000528",3614092,"TX","48221","Hood","Y"
"48000000535",3614100,"TX","48235","Irion","Y"
"48007048001",1183866,"TX","48201","Harris","Y"
"48000003003",1182786,"TX","48077","Clay","Y"
"48000000435",3613896,"TX","48017","Bailey","Y"
"48000000439",3613900,"TX","48027","Bell","Y"
"48000000445",3613909,"TX","48039","Brazoria","Y"
"48000000451",3613916,"TX","48053","Burnet","Y"
