"CWNS_ID","FACILITY_ID","STATE_CODE","FACILITY_TYPE","CHANGE_TYPE"
"48009047001",407572,"TX","Collection: Separate Sewers","No Change"
"48007052001",1183873,"TX","Treatment Plant","No Change"
"48007707001",1184228,"TX","Collection: Separate Sewers","No Change"
"48003112001",1227824,"TX","Collection: Separate Sewers","Improve Water Efficiency"
"48002054001",1183137,"TX","Treatment Plant","No Change"
"48003286001",1183310,"TX","Collection: Separate Sewers","No Change"
"48001172001",1182962,"TX","Collection: Separate Sewers","No Change"
"48004080001",1183391,"TX","Collection: Separate Sewers","No Change"
"48004205001",1183460,"TX","Collection: Separate Sewers","No Change"
"48004215002",1183468,"TX","Treatment Plant","No Change"
"48004256001",1183488,"TX","Collection: Separate Sewers","No Change"
"48005006006",1183568,"TX","Collection: Separate Sewers","No Change"
"48006009003",1183678,"TX","Collection: Separate Sewers","No Change"
"48007043001",1183863,"TX","Treatment Plant","No Change"
"48007812001",1184282,"TX","Collection: Separate Sewers","No Change"
"48008078001",1184419,"TX","Collection: Separate Sewers","No Change"
"48009057001",1184495,"TX","Collection: Separate Sewers","No Change"
"48003073001",1183224,"TX","Collection: Separate Sewers","Replacement"
"48000000392",3611148,"TX","Agriculture - Cropland","Expansion"
"48000000249",3610938,"TX","Agriculture - Cropland","Expansion"
"48000000490",3614050,"TX","Onsite Wastewater Treatment System","New"
"48000000430",3613891,"TX","Onsite Wastewater Treatment System","New"
"48000000250",3610939,"TX","Agriculture - Cropland","Expansion"
"48000000431",3613892,"TX","Onsite Wastewater Treatment System","New"
"48000000455",3613935,"TX","Onsite Wastewater Treatment System","New"
"48002138001",1227800,"TX","Collection: Pump Stations","Rehabilitation"
"48002138001",1227800,"TX","Collection: Pump Stations","Replacement"
"48000000537",3614125,"TX","Onsite Wastewater Treatment System","New"
"48000000461",3613943,"TX","Onsite Wastewater Treatment System","No Change"
"48000000451",3613916,"TX","Onsite Wastewater Treatment System","New"
"48000000478",3613962,"TX","Onsite Wastewater Treatment System","New"
"48000000171",3610608,"TX","Treatment Plant","New"
"48000000239",3610922,"TX","Agriculture - Cropland","Expansion"
"48000000160",3610511,"TX","Agriculture - Cropland","Expansion"
"48000000180",3610827,"TX","Agriculture - Cropland","Expansion"
"48000000133",3610460,"TX","Collection: Separate Sewers","New"
"48000000344",3611068,"TX","Agriculture - Cropland","Expansion"
"48000000231",3610878,"TX","Agriculture - Cropland","Expansion"
"48004026001",1183343,"TX","Collection: Interceptor Sewers","New"
"48000000319",3611023,"TX","Agriculture - Cropland","Expansion"
"48000000440",3613901,"TX","Onsite Wastewater Treatment System","New"
"48000000376",3611125,"TX","Agriculture - Cropland","Expansion"
"48005103001",1227888,"TX","Collection: Separate Sewers","No Change"
"48071123001",3148212,"TX","Collection: Separate Sewers","No Change"
"48007048001",1183866,"TX","Collection: Separate Sewers","Replacement"
"48007412001",1184065,"TX","Treatment Plant","No Change"
"48007699001",1184223,"TX","Collection: Separate Sewers","No Change"
"48008037001",1184383,"TX","Treatment Plant","No Change"
"48008037001",1184383,"TX","Collection: Separate Sewers","No Change"
"48001204001",1182983,"TX","Collection: Separate Sewers","No Change"
"48002024001",1183120,"TX","Collection: Separate Sewers","No Change"
"48002049001",1183134,"TX","Treatment Plant","No Change"
"48003122001",1183266,"TX","Treatment Plant","No Change"
"48004209001",1183463,"TX","Treatment Plant","No Change"
"48003065001",1227809,"TX","Collection: Separate Sewers","No Change"
"48007205001",3148230,"TX","Collection: Separate Sewers","No Change"
"48006047002",1183710,"TX","Collection: Separate Sewers","Replacement"
"48007218001",1184010,"TX","Collection: Separate Sewers","No Change"
"48007437001",1184079,"TX","Collection: Separate Sewers","No Change"
"48000016001",1182798,"TX","Treatment Plant","No Change"
"48002030001",1183124,"TX","Collection: Separate Sewers","No Change"
"48000000358",3611099,"TX","Agriculture - Cropland","Expansion"
"48000000350",3611075,"TX","Agriculture - Cropland","Expansion"
"48002050001",1227790,"TX","Collection: Separate Sewers","No Change"
"48005013001",1227868,"TX","Collection: Separate Sewers","No Change"
"48006139001",1227905,"TX","Collection: Separate Sewers","No Change"
"48001203004",1182978,"TX","Collection: Separate Sewers","No Change"
"48005073001",1183622,"TX","Collection: Separate Sewers","No Change"
"48000000305",3611007,"TX","Agriculture - Cropland","Expansion"
"48000000171",3610608,"TX","Collection: Separate Sewers","New"
"48000000299",3611001,"TX","Agriculture - Cropland","Expansion"
"48000000211",3610858,"TX","Agriculture - Cropland","Expansion"
"48000000252",3610944,"TX","Agriculture - Cropland","Expansion"
"48000000311",3611013,"TX","Agriculture - Cropland","Expansion"
"48003026001",1183188,"TX","Collection: Separate Sewers","No Change"
"48004001001",1183319,"TX","Collection: Separate Sewers","No Change"
"48004358001",1183529,"TX","Treatment Plant","No Change"
"48005038001",1183595,"TX","Collection: Separate Sewers","No Change"
"48007012009",3501162,"TX","Collection: Separate Sewers","No Change"
"48000001004",1182784,"TX","Collection: Separate Sewers","No Change"
"48007039002",1183821,"TX","Collection: Separate Sewers","Rehabilitation"
"48007096001",1183918,"TX","Collection: Separate Sewers","No Change"
"48007830001",1184291,"TX","Treatment Plant","No Change"
"48007830001",1184291,"TX","Collection: Separate Sewers","No Change"
"48000115001",1227740,"TX","Collection: Separate Sewers","No Change"
"48005099001",1227887,"TX","Treatment Plant","No Change"
"48006015003",3541077,"TX","Treatment Plant","No Change"
"48001122002",3542378,"TX","Water Reuse","No Change"
"48003094001",1183243,"TX","Collection: Separate Sewers","No Change"
"48005047001",1183603,"TX","Treatment Plant","No Change"
"48007601001",1184169,"TX","Treatment Plant","No Change"
"48007880001",1184327,"TX","Collection: Separate Sewers","No Change"
"48009023001",1184482,"TX","Treatment Plant","No Change"
"48001208001",1182988,"TX","Treatment Plant","No Change"
"48004123001",1183433,"TX","Collection: Separate Sewers","No Change"
"48000105005",1182800,"TX","Collection: Separate Sewers","No Change"
"48001151002",2865600,"TX","Collection: Separate Sewers","No Change"
"48001150002",2874500,"TX","Collection: Separate Sewers","No Change"
"48001288006",2882386,"TX","Treatment Plant","No Change"
"48001288006",2882386,"TX","Collection: Separate Sewers","No Change"
"48007826001",2953762,"TX","Treatment Plant","No Change"
"48071103001",3124290,"TX","Collection: Separate Sewers","No Change"
"48001038001",3153697,"TX","Treatment Plant","No Change"
"48007064003",1183889,"TX","Treatment Plant","No Change"
"48007121001",1183937,"TX","Collection: Separate Sewers","No Change"
"48007885001",1184331,"TX","Collection: Separate Sewers","No Change"
"48007012007",1065891,"TX","Treatment Plant","No Change"
"48005055001",1183608,"TX","Collection: Separate Sewers","No Change"
"48007037001",1183818,"TX","Collection: Separate Sewers","No Change"
"48007795001",1184274,"TX","Treatment Plant","No Change"
"48002018001",1183117,"TX","Treatment Plant","No Change"
"48004320001",1183508,"TX","Collection: Separate Sewers","No Change"
"48004338001",1183515,"TX","Collection: Separate Sewers","No Change"
"48005069001",1183618,"TX","Collection: Separate Sewers","No Change"
"48007039047",1183839,"TX","Collection: Separate Sewers","Rehabilitation"
"48007242001",1184033,"TX","Collection: Separate Sewers","No Change"
"48001103001",1182907,"TX","Collection: Separate Sewers","No Change"
"48001102004",1227762,"TX","Collection: Separate Sewers","No Change"
"48008093001",1184427,"TX","Treatment Plant","No Change"
"48001244001",3150368,"TX","Treatment Plant","No Change"
"48002004001",1183107,"TX","Collection: Separate Sewers","No Change"
"48003016001",1183180,"TX","Collection: Separate Sewers","No Change"
"48003033006",1183200,"TX","Collection: Separate Sewers","No Change"
"48003088002",1183238,"TX","Collection: Separate Sewers","No Change"
"48003113001",1183258,"TX","Collection: Separate Sewers","No Change"
"48004069001",1183384,"TX","Collection: Separate Sewers","No Change"
"48005078001",1183627,"TX","Collection: Separate Sewers","Replacement"
"48006054001",1183713,"TX","Treatment Plant","No Change"
"48006054001",1183713,"TX","Collection: Separate Sewers","No Change"
"48007039005",1183823,"TX","Treatment Plant","Rehabilitation"
"48008047002",1184394,"TX","Treatment Plant","No Change"
"48005253001",1227894,"TX","Collection: Separate Sewers","No Change"
"48006165001",1183757,"TX","Collection: Separate Sewers","No Change"
"48007428001",1184073,"TX","Collection: Separate Sewers","No Change"
"48007527001",1184124,"TX","Treatment Plant","No Change"
"48007775001",1184266,"TX","Collection: Separate Sewers","No Change"
"48007175001",1183982,"TX","Collection: Separate Sewers","No Change"
"48007826003",1184289,"TX","Treatment Plant","Rehabilitation"
"48007826003",1184289,"TX","Treatment Plant","Increase Capacity"
"48007826003",1184289,"TX","Collection: Separate Sewers","No Change"
"48008028001",1184372,"TX","Treatment Plant","Rehabilitation"
"48008044001",1184391,"TX","Collection: Separate Sewers","No Change"
"48008083001",1184422,"TX","Treatment Plant","No Change"
"48003015001",1227804,"TX","Treatment Plant","No Change"
"48004220001",1227856,"TX","Treatment Plant","No Change"
"48097082001",2998012,"TX","Collection: Separate Sewers","No Change"
"48000004006",3106848,"TX","Collection: Interceptor Sewers","No Change"
"48000172001",1227750,"TX","Collection: Separate Sewers","No Change"
"48004033001",1227836,"TX","Collection: Separate Sewers","No Change"
"48004048001",1227837,"TX","Treatment Plant","No Change"
"48001138001",1182941,"TX","Collection: Separate Sewers","No Change"
"48004126001",1183437,"TX","Collection: Separate Sewers","No Change"
"48006059001",1183716,"TX","Collection: Separate Sewers","No Change"
"48007033003",1183815,"TX","Treatment Plant","No Change"
"48007166001",1183974,"TX","Collection: Separate Sewers","No Change"
"48007039006",1183824,"TX","Treatment Plant","Rehabilitation"
"48071269001",3153670,"TX","Treatment Plant","No Change"
"48007473001",1227923,"TX","Collection: Separate Sewers","No Change"
"48007544001",1227928,"TX","Treatment Plant","No Change"
"48004375001",1183543,"TX","Collection: Separate Sewers","No Change"
"48007064008",1183890,"TX","Treatment Plant","No Change"
"48007753001",1184254,"TX","Collection: Separate Sewers","No Change"
"48008032001",1184378,"TX","Treatment Plant","No Change"
"48008137001",1184444,"TX","Treatment Plant","No Change"
"48001109001",1182914,"TX","Treatment Plant","No Change"
"48001128001",1182931,"TX","Treatment Plant","No Change"
"48001128001",1182931,"TX","Collection: Separate Sewers","No Change"
"48006060001",1183717,"TX","Collection: Separate Sewers","No Change"
"48007019001",1183790,"TX","Collection: Separate Sewers","No Change"
"48007038001",1183819,"TX","Treatment Plant","No Change"
"48007184001",1183986,"TX","Collection: Separate Sewers","No Change"
"48007297001",1184048,"TX","Collection: Separate Sewers","No Change"
"48008179001",1184455,"TX","Collection: Separate Sewers","No Change"
"48009008001",1184471,"TX","Treatment Plant","No Change"
"48007064009",3538016,"TX","Treatment Plant","No Change"
"48002039001",1227785,"TX","Collection: Separate Sewers","No Change"
"48005097001",1227886,"TX","Treatment Plant","No Change"
"48007693001",1184219,"TX","Collection: Separate Sewers","No Change"
"48005019001",1183581,"TX","Treatment Plant","No Change"
"48007024001",1183799,"TX","Treatment Plant","No Change"
"48007026001",1183802,"TX","Collection: Separate Sewers","No Change"
"48007053001",1183874,"TX","Treatment Plant","No Change"
"48009003001",1184467,"TX","Collection: Separate Sewers","Replacement"
"48009003001",1184467,"TX","Collection: Separate Sewers","Expansion"
"48008070001",1227944,"TX","Collection: Separate Sewers","No Change"
"48003116003",416210,"TX","Treatment Plant","No Change"
"48003070001",1227812,"TX","Treatment Plant","Process Improvement"
"48007162001",1183971,"TX","Collection: Separate Sewers","No Change"
"48007653001",1184197,"TX","Collection: Separate Sewers","No Change"
"48009043001",1184489,"TX","Treatment Plant","No Change"
"48071018001",3119488,"TX","Treatment Plant","No Change"
"48001241002",3269320,"TX","Treatment Plant","No Change"
"48003082001",1183233,"TX","Collection: Separate Sewers","No Change"
"48007135001",1183949,"TX","Collection: Separate Sewers","No Change"
"48007460001",1184087,"TX","Collection: Separate Sewers","No Change"
"48001286001",3149428,"TX","Treatment Plant","No Change"
"48002010001",1183113,"TX","Treatment Plant","No Change"
"48005004001",1183564,"TX","Collection: Separate Sewers","No Change"
"48007161001",1183970,"TX","Treatment Plant","No Change"
"48001056001",3513956,"TX","Collection: Separate Sewers","No Change"
"48001403001",1183075,"TX","Treatment Plant","No Change"
"48002021001",1183119,"TX","Treatment Plant","No Change"
"48003047001",1183211,"TX","Treatment Plant","No Change"
"48003047001",1183211,"TX","Collection: Separate Sewers","No Change"
"48000143001",1227744,"TX","Collection: Separate Sewers","No Change"
"48005003001",1227867,"TX","Collection: Separate Sewers","No Change"
"48003098001",1183245,"TX","Collection: Separate Sewers","No Change"
"48005058001",1183611,"TX","Collection: Separate Sewers","No Change"
"48005110001",1183656,"TX","Treatment Plant","No Change"
"48007209001",1184002,"TX","Collection: Separate Sewers","No Change"
"48001405001",1227781,"TX","Treatment Plant","No Change"
"48002023001",1227783,"TX","Collection: Separate Sewers","No Change"
"48003053001",1227807,"TX","Collection: Separate Sewers","No Change"
"48008023001",1227937,"TX","Collection: Separate Sewers","No Change"
"48005157003",3513716,"TX","Treatment Plant","No Change"
"48003146001",3507183,"TX","Treatment Plant","No Change"
"48000173001",1182852,"TX","Treatment Plant","No Change"
"48001234001",1183013,"TX","Treatment Plant","No Change"
"48003003001",1183168,"TX","Treatment Plant","No Change"
"48003275001",1183307,"TX","Treatment Plant","No Change"
"48004363001",1183534,"TX","Treatment Plant","No Change"
"48005088001",1183638,"TX","Treatment Plant","No Change"
"48002071001",1183150,"TX","Collection: Separate Sewers","No Change"
"48004134001",1183445,"TX","Collection: Separate Sewers","No Change"
"48007225001",1184016,"TX","Treatment Plant","No Change"
"48007039070",3149568,"TX","Collection: Separate Sewers","No Change"
"48001047001",3148232,"TX","Treatment Plant","No Change"
"48007776001",3149588,"TX","Treatment Plant","No Change"
"48001166001",1182960,"TX","Collection: Separate Sewers","No Change"
"48001224001",1183005,"TX","Treatment Plant","No Change"
"48001275001",1183038,"TX","Collection: Separate Sewers","No Change"
"48004016003",1183333,"TX","Collection: Separate Sewers","No Change"
"48005068001",1183617,"TX","Collection: Separate Sewers","No Change"
"48006178005",1183762,"TX","Treatment Plant","No Change"
"48006178005",1183762,"TX","Collection: Separate Sewers","No Change"
"48007528001",1184125,"TX","Collection: Separate Sewers","No Change"
"48008033001",1184379,"TX","Collection: Separate Sewers","No Change"
"48000131001",1227743,"TX","Collection: Separate Sewers","No Change"
"48005126001",1227892,"TX","Collection: Separate Sewers","No Change"
"48000000307",3611009,"TX","Agriculture - Cropland","Expansion"
"48000000338",3611058,"TX","Agriculture - Cropland","Expansion"
"48000000325",3611029,"TX","Agriculture - Cropland","Expansion"
"48000000116",3609567,"TX","Treatment Plant","Increase Capacity"
"48003040004",405776,"TX","Treatment Plant","New"
"48000000505",3614066,"TX","Onsite Wastewater Treatment System","New"
"48000000521",3614082,"TX","Onsite Wastewater Treatment System","New"
"48000000133",3610460,"TX","Treatment Plant","New"
"48000000534",3614099,"TX","Onsite Wastewater Treatment System","New"
"48004122011",3514356,"TX","Treatment Plant","New"
"48007039107",2885642,"TX","Collection: Separate Sewers","No Change"
"48003011003",1183176,"TX","Collection: Separate Sewers","No Change"
"48005002001",1183563,"TX","Collection: Separate Sewers","No Change"
"48006009004",1183679,"TX","Collection: Separate Sewers","No Change"
"48007056001",1183876,"TX","Collection: Separate Sewers","No Change"
"48004079001",1183390,"TX","Treatment Plant","No Change"
"48004113001",1183422,"TX","Collection: Separate Sewers","No Change"
"48004122003",1183432,"TX","Collection: Separate Sewers","No Change"
"48005023001",1183582,"TX","Collection: Separate Sewers","No Change"
"48005077001",1183626,"TX","Treatment Plant","No Change"
"48007083001",1183906,"TX","Treatment Plant","No Change"
"48007735001",1184245,"TX","Collection: Separate Sewers","No Change"
"48001029001",1227759,"TX","Treatment Plant","No Change"
"48005030001",1227875,"TX","Treatment Plant","No Change"
"48007926001",3149068,"TX","Treatment Plant","No Change"
"48007920001",3146068,"TX","Collection: Separate Sewers","No Change"
"48071253001",3151008,"TX","Treatment Plant","No Change"
"48007561001",1184142,"TX","Collection: Separate Sewers","No Change"
"48000000472",3613955,"TX","Onsite Wastewater Treatment System","New"
"48001043001",1182900,"TX","Collection: Separate Sewers","No Change"
"48001119001",1182920,"TX","Collection: Separate Sewers","No Change"
"48007719001",1184234,"TX","Treatment Plant","No Change"
"48002059001",1227793,"TX","Treatment Plant","No Change"
"48007927001",3057249,"TX","Collection: Separate Sewers","No Change"
"48001658001",3126189,"TX","Treatment Plant","No Change"
"48007039067",2883822,"TX","Collection: Separate Sewers","Rehabilitation"
"48000005004",1182795,"TX","Treatment Plant","No Change"
"48003123001",1183267,"TX","Treatment Plant","No Change"
"48004104001",1183410,"TX","Treatment Plant","Increase Capacity"
"48004104001",1183410,"TX","Collection: Separate Sewers","No Change"
"48006024002",1183697,"TX","Treatment Plant","No Change"
"48007069001",1183897,"TX","Treatment Plant","No Change"
"48001027001",1182895,"TX","Collection: Separate Sewers","No Change"
"48003116002",1183262,"TX","Treatment Plant","No Change"
"48004062002",1183378,"TX","Collection: Separate Sewers","No Change"
"48006035001",1183702,"TX","Collection: Separate Sewers","No Change"
"48000177001",2914531,"TX","Collection: Separate Sewers","No Change"
"48007039079",2884962,"TX","Collection: Separate Sewers","No Change"
"48001285001",1227777,"TX","Treatment Plant","No Change"
"48001285001",1227777,"TX","Collection: Separate Sewers","No Change"
"48005094001",1227885,"TX","Treatment Plant","No Change"
"48001242001",1227775,"TX","Collection: Separate Sewers","No Change"
"48002062001",1183143,"TX","Collection: Separate Sewers","No Change"
"48007088001",1183911,"TX","Collection: Separate Sewers","No Change"
"48007211001",1184004,"TX","Treatment Plant","No Change"
"48007679001",1184209,"TX","Collection: Separate Sewers","No Change"
"48007914001",3139108,"TX","Collection: Separate Sewers","No Change"
"48003309001",2881220,"TX","Collection: Separate Sewers","No Change"
"48005157001",3513757,"TX","Treatment Plant","No Change"
"48001088801",3540836,"TX","Phase I MS4","No Change"
"48000000199",3610846,"TX","Agriculture - Cropland","Expansion"
"48000000328",3611032,"TX","Agriculture - Cropland","Expansion"
"48000000253",3610945,"TX","Agriculture - Cropland","Expansion"
"48000000492",3614052,"TX","Onsite Wastewater Treatment System","New"
"48007479001",1184094,"TX","Treatment Plant","No Change"
"48008045002",1184393,"TX","Treatment Plant","No Change"
"48005015002",1183577,"TX","Treatment Plant","No Change"
"48005015002",1183577,"TX","Collection: Separate Sewers","Rehabilitation"
"48005015002",1183577,"TX","Collection: Separate Sewers","Increase Capacity"
"48007011001",1183780,"TX","Treatment Plant","No Change"
"48007519001",1184118,"TX","Treatment Plant","No Change"
"48001235001",1183014,"TX","Collection: Separate Sewers","No Change"
"48004131001",1183441,"TX","Collection: Separate Sewers","No Change"
"48000159001",1182840,"TX","Treatment Plant","No Change"
"48008016001",1184361,"TX","Collection: Separate Sewers","No Change"
"48001065601",3345214,"TX","Collection: Separate Sewers","No Change"
"48091258001",3060728,"TX","Collection: Separate Sewers","No Change"
"48001010001",1227758,"TX","Treatment Plant","No Change"
"48001209001",1182989,"TX","Treatment Plant","No Change"
"48001008001",1182878,"TX","Treatment Plant","No Change"
"48003008002",1183172,"TX","Collection: Separate Sewers","No Change"
"48005102001",1183650,"TX","Collection: Separate Sewers","No Change"
"48007039021",1183830,"TX","Treatment Plant","Rehabilitation"
"48000117001",1182807,"TX","Treatment Plant","No Change"
"48004224001",1183476,"TX","Treatment Plant","No Change"
"48001117003",3148190,"TX","Treatment Plant","No Change"
"48000164002",1182846,"TX","Collection: Separate Sewers","No Change"
"48002048001",1227789,"TX","Collection: Separate Sewers","No Change"
"48003055001",1227808,"TX","Treatment Plant","No Change"
"48001026001",1182894,"TX","Collection: Separate Sewers","No Change"
"48001122001",1182923,"TX","Collection: Separate Sewers","No Change"
"48000005002",1182794,"TX","Collection: Separate Sewers","No Change"
"48004060001",1183376,"TX","Collection: Separate Sewers","No Change"
"48005050001",1183606,"TX","Treatment Plant","No Change"
"48005050001",1183606,"TX","Collection: Separate Sewers","No Change"
"48006188001",1183768,"TX","Treatment Plant","No Change"
"48007036001",1183817,"TX","Collection: Separate Sewers","No Change"
"48007041001",1183861,"TX","Treatment Plant","No Change"
"48007085001",1183908,"TX","Collection: Separate Sewers","No Change"
"48008074001",1184415,"TX","Treatment Plant","No Change"
"48009056001",1184493,"TX","Treatment Plant","No Change"
"48003033005",1183199,"TX","Collection: Separate Sewers","Replacement"
"48001203008",1182981,"TX","Treatment Plant","No Change"
"48004232001",1183479,"TX","Treatment Plant","No Change"
"48005083001",1183633,"TX","Treatment Plant","No Change"
"48001020001",2886767,"TX","Treatment Plant","No Change"
"48001020001",2886767,"TX","Collection: Separate Sewers","No Change"
"48005087001",1183637,"TX","Collection: Separate Sewers","No Change"
"48007091001",1183914,"TX","Treatment Plant","No Change"
"48007415001",1184067,"TX","Collection: Separate Sewers","No Change"
"48008039001",1184386,"TX","Collection: Separate Sewers","No Change"
"48008053001",1184399,"TX","Collection: Separate Sewers","No Change"
"48004135001",1183446,"TX","Collection: Separate Sewers","No Change"
"48007061001",1183884,"TX","Collection: Separate Sewers","No Change"
"48007817001",1184285,"TX","Collection: Separate Sewers","No Change"
"48008065001",1184406,"TX","Collection: Separate Sewers","No Change"
"48006076001",1183730,"TX","Collection: Separate Sewers","No Change"
"48007696001",1184222,"TX","Treatment Plant","No Change"
